ID,PLACE_NAME,CATEGORY,INF,VAL_rcp85_5.0_2050_RL1,PCT_rcp85_5.0_2050_RL1,VAL_rcp85_5.0_2100_RL1,PCT_rcp85_5.0_2100_RL1,VAL_rcp85_5.0_2200_RL1,PCT_rcp85_5.0_2200_RL1,VAL_rcp85_50.0_2050_RL1,PCT_rcp85_50.0_2050_RL1,VAL_rcp85_50.0_2100_RL1,PCT_rcp85_50.0_2100_RL1,VAL_rcp85_50.0_2200_RL1,PCT_rcp85_50.0_2200_RL1,VAL_rcp85_95.0_2050_RL1,PCT_rcp85_95.0_2050_RL1,VAL_rcp85_95.0_2100_RL1,PCT_rcp85_95.0_2100_RL1,VAL_rcp85_95.0_2200_RL1,PCT_rcp85_95.0_2200_RL1,VAL_rcp85_99.0_2050_RL1,PCT_rcp85_99.0_2050_RL1,VAL_rcp85_99.0_2100_RL1,PCT_rcp85_99.0_2100_RL1,VAL_rcp85_99.0_2200_RL1,PCT_rcp85_99.0_2200_RL1
VA_County_51153,Prince William ,Population,401961,80,0,152,0,497,0.1,106,0,328,0.1,1610,0.4,188,0,699,0.2,2965,0.7,219,0.1,1312,0.3,5708,1.4
FL_County_12069,Lake ,Population,296991,181,0.1,353,0.1,624,0.2,284,0.1,565,0.2,811,0.3,387,0.1,698,0.2,1150,0.4,431,0.1,774,0.3,1775,0.6
NY_County_36021,Columbia ,Population,63096,16,0,23,0,81,0.1,23,0,67,0.1,198,0.3,28,0,146,0.2,278,0.4,52,0.1,192,0.3,368,0.6
LA_County_22077,Pointe Coupee ,Population,22802,1,0,1,0,86,0.4,1,0,1,0,126,0.6,1,0,55,0.2,712,3.1,1,0,85,0.4,5169,22.7
OR_County_41015,Curry ,Population,22364,25,0.1,28,0.1,32,0.1,27,0.1,35,0.2,70,0.3,29,0.1,50,0.2,387,1.7,30,0.1,69,0.3,714,3.2
LA_County_22121,West Baton Rouge ,Population,23780,4,0,5,0,185,0.8,4,0,11,0,1545,6.5,4,0,41,0.2,11961,50.3,4,0,166,0.7,22195,93.3
SC_County_45049,Hampton ,Population,21090,2,0,25,0.1,38,0.2,23,0.1,30,0.1,58,0.3,25,0.1,41,0.2,142,0.7,26,0.1,47,0.2,214,1
GA_County_13049,Charlton ,Population,12171,1,0,3,0,14,0.1,2,0,8,0.1,88,0.7,3,0,23,0.2,391,3.2,4,0,49,0.4,692,5.7
FL_County_12043,Glades ,Population,12884,0,0,1,0,7,0.1,0,0,4,0,57,0.4,1,0,21,0.2,1389,10.8,1,0,42,0.3,5997,46.5
TX_County_48261,Kenedy ,Population,416,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,4,1,1,0.2,1,0.2,19,4.6,1,0.2,1,0.2,59,14.2
CA_County_06037,Los Angeles ,Population,9815160,1292,0,6093,0.1,9948,0.1,4157,0,9753,0.1,18967,0.2,6350,0.1,13220,0.1,97701,1,7427,0.1,16348,0.2,197248,2
WA_County_53033,King ,Population,1930357,939,0,1131,0.1,1442,0.1,1028,0.1,1398,0.1,4864,0.3,1111,0.1,1913,0.1,13708,0.7,1177,0.1,3733,0.2,24162,1.3
CA_County_06067,Sacramento ,Population,1418340,1848,0.1,1867,0.1,1880,0.1,1860,0.1,1880,0.1,1934,0.1,1869,0.1,1908,0.1,13416,0.9,1872,0.1,1925,0.1,238482,16.8
RI_County_44007,Providence ,Population,626667,141,0,178,0,378,0.1,173,0,333,0.1,1361,0.2,215,0,783,0.1,5946,0.9,246,0,1261,0.2,11109,1.8
CA_County_06053,Monterey ,Population,415047,101,0,143,0,352,0.1,120,0,343,0.1,1627,0.4,145,0,558,0.1,4680,1.1,157,0,1359,0.3,9270,2.2
MD_County_24033,Prince George's ,Population,863420,105,0,142,0,350,0,126,0,263,0,1194,0.1,152,0,453,0.1,2558,0.3,169,0,1007,0.1,8636,1
LA_County_22033,East Baton Rouge ,Population,440065,70,0,137,0,858,0.2,77,0,216,0,2324,0.5,84,0,431,0.1,18119,4.1,91,0,818,0.2,61354,13.9
OR_County_41005,Clackamas ,Population,375992,184,0,209,0.1,230,0.1,200,0.1,259,0.1,345,0.1,221,0.1,307,0.1,526,0.1,236,0.1,350,0.1,767,0.2
NJ_County_34021,Mercer ,Population,366458,142,0,157,0,203,0.1,155,0,187,0.1,262,0.1,166,0,225,0.1,511,0.1,172,0,249,0.1,990,0.3
OR_County_41039,Lane ,Population,351710,85,0,112,0,151,0,93,0,145,0,399,0.1,108,0,203,0.1,865,0.2,117,0,328,0.1,1694,0.5
CA_County_06087,Santa Cruz ,Population,262380,61,0,66,0,113,0,63,0,110,0,493,0.2,66,0,193,0.1,9577,3.7,72,0,392,0.1,13310,5.1
ME_County_23019,Penobscot ,Population,153923,74,0,82,0.1,110,0.1,82,0.1,106,0.1,193,0.1,91,0.1,154,0.1,467,0.3,96,0.1,193,0.1,1153,0.7
CA_County_06079,San Luis Obispo ,Population,269637,24,0,35,0,60,0,29,0,62,0,288,0.1,37,0,145,0.1,1771,0.7,42,0,253,0.1,2972,1.1
NY_County_36079,Putnam ,Population,99710,29,0,54,0.1,108,0.1,51,0.1,100,0.1,151,0.2,74,0.1,131,0.1,213,0.2,83,0.1,147,0.1,258,0.3
ME_County_23011,Kennebec ,Population,122151,32,0,39,0,73,0.1,39,0,70,0.1,168,0.1,51,0,117,0.1,347,0.3,58,0,170,0.1,679,0.6
VA_County_51179,Stafford ,Population,128961,15,0,24,0,82,0.1,21,0,57,0,671,0.5,26,0,112,0.1,1108,0.9,30,0,200,0.2,1725,1.3
TX_County_48291,Liberty ,Population,75595,9,0,41,0.1,109,0.1,11,0,71,0.1,247,0.3,16,0,100,0.1,642,0.8,17,0,132,0.2,1514,2
WA_County_53015,Cowlitz ,Population,102408,44,0,46,0,50,0,46,0,55,0.1,100,0.1,48,0,73,0.1,33730,32.9,50,0,104,0.1,43404,42.4
GA_County_13103,Effingham ,Population,52231,6,0,9,0,29,0.1,7,0,16,0,106,0.2,9,0,53,0.1,571,1.1,10,0,81,0.2,1842,3.5
FL_County_12027,DeSoto ,Population,34855,2,0,5,0,29,0.1,3,0,17,0,103,0.3,5,0,51,0.1,318,0.9,7,0,82,0.2,995,2.9
TX_County_48273,Kleberg ,Population,32061,12,0,15,0,29,0.1,13,0,21,0.1,129,0.4,15,0,31,0.1,433,1.4,15,0,52,0.2,581,1.8
FL_County_12041,Gilchrist ,Population,16939,5,0,8,0,12,0.1,7,0,10,0.1,40,0.2,8,0,18,0.1,188,1.1,8,0,31,0.2,523,3.1
SC_County_45089,Williamsburg ,Population,34423,4,0,6,0,13,0,5,0,9,0,35,0.1,6,0,18,0.1,143,0.4,6,0,27,0.1,407,1.2
VA_County_51033,Caroline ,Population,28545,2,0,5,0,13,0,4,0,11,0,23,0.1,6,0,15,0.1,39,0.1,8,0,20,0.1,63,0.2
AL_County_01129,Washington ,Population,17581,1,0,3,0,8,0,2,0,6,0,16,0.1,3,0,10,0.1,51,0.3,3,0,12,0.1,173,1
OR_County_41051,Multnomah ,Population,735333,146,0,154,0,162,0,152,0,175,0,235,0,159,0,203,0,553,0.1,164,0,238,0,1298,0.2
NJ_County_34031,Passaic ,Population,501222,27,0,38,0,110,0,34,0,91,0,389,0.1,47,0,166,0,3138,0.6,54,0,312,0.1,5602,1.1
WA_County_53011,Clark ,Population,425177,87,0,92,0,97,0,90,0,108,0,178,0,95,0,142,0,554,0.1,99,0,182,0,936,0.2
NY_County_36071,Orange ,Population,372794,8,0,11,0,75,0,10,0,38,0,207,0.1,15,0,132,0,385,0.1,18,0,186,0,560,0.2
CT_County_09003,Hartford ,Population,893984,32,0,38,0,55,0,36,0,50,0,253,0,41,0,111,0,960,0.1,43,0,211,0,2989,0.3
NY_County_36001,Albany ,Population,304204,11,0,21,0,64,0,20,0,56,0,140,0,32,0,97,0,278,0.1,41,0,133,0,2067,0.7
VA_County_51041,Chesterfield ,Population,316231,33,0,37,0,70,0,35,0,59,0,256,0.1,48,0,95,0,396,0.1,51,0,241,0.1,607,0.2
VA_County_51087,Henrico ,Population,306904,8,0,12,0,38,0,10,0,30,0,75,0,18,0,48,0,92,0,20,0,72,0,124,0
CA_County_06045,Mendocino ,Population,87792,14,0,17,0,22,0,16,0,23,0,69,0.1,18,0,40,0,174,0.2,19,0,64,0.1,265,0.3
NY_County_36083,Rensselaer ,Population,159429,5,0,7,0,21,0,7,0,18,0,78,0,9,0,31,0,918,0.6,13,0,53,0,3321,2.1
FL_County_12083,Marion ,Population,331245,3,0,5,0,16,0,4,0,12,0,44,0,5,0,28,0,94,0,6,0,39,0,146,0
AK_County_02020,Anchorage Municipality,Population,291826,10,0,9,0,7,0,11,0,11,0,17,0,14,0,21,0,1110,0.4,15,0,34,0,1965,0.7
CA_County_06113,Yolo ,Population,200579,2,0,5,0,10,0,4,0,10,0,392,0.2,5,0,16,0,602,0.3,6,0,30,0,659,0.3
VA_County_51085,Hanover ,Population,99857,3,0,4,0,8,0,4,0,6,0,19,0,5,0,10,0,32,0,5,0,17,0,56,0.1
NJ_County_34035,Somerset ,Population,323328,5,0,5,0,7,0,5,0,6,0,10,0,6,0,8,0,265,0.1,6,0,9,0,590,0.2
LA_County_22097,St. Landry ,Population,83384,1,0,2,0,15,0,1,0,3,0,164,0.2,1,0,7,0,1864,2.2,1,0,14,0,9436,11.3
NC_County_37047,Columbus ,Population,58098,0,0,0,0,4,0,0,0,4,0,8,0,0,0,5,0,35,0.1,0,0,7,0,116,0.2
NC_County_37131,Northampton ,Population,22093,1,0,1,0,4,0,1,0,2,0,12,0.1,1,0,5,0,38,0.2,1,0,8,0,82,0.4
TX_County_48469,Victoria ,Population,86793,1,0,2,0,5,0,1,0,3,0,10,0,1,0,5,0,33,0,2,0,7,0,61,0.1
TX_County_48241,Jasper ,Population,35710,1,0,2,0,4,0,1,0,3,0,17,0,2,0,4,0,35,0.1,2,0,5,0,116,0.3
AK_County_02170,Matanuska-Susitna Borough,Population,88995,2,0,1,0,1,0,2,0,2,0,2,0,2,0,3,0,74,0.1,2,0,4,0,424,0.5
GA_County_13025,Brantley ,Population,18411,1,0,1,0,2,0,1,0,1,0,6,0,1,0,2,0,122,0.7,1,0,3,0,485,2.6
VA_County_51760,Richmond city,Population,204214,1,0,1,0,2,0,1,0,2,0,42,0,1,0,2,0,58,0,1,0,40,0,142,0.1
AL_County_01025,Clarke ,Population,25833,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,0
AL_County_01099,Monroe ,Population,23068,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
FL_County_12065,Jefferson ,Population,14761,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
FL_County_12067,Lafayette ,Population,8870,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,20,0.2
FL_County_12077,Liberty ,Population,8365,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,1,0,1,0,26,0.3
FL_County_12095,Orange ,Population,1145515,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,33,0,0,0,1,0,135,0
FL_County_12133,Washington ,Population,24891,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,8,0,1,0,2,0,57,0.2
GA_County_13183,Long ,Population,14464,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,42,0.3,1,0,1,0,106,0.7
GA_County_13305,Wayne ,Population,30099,1,0,1,0,1,0,1,0,1,0,9,0,1,0,1,0,37,0.1,1,0,6,0,52,0.2
LA_County_22009,Avoyelles ,Population,42073,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,1,0,1,0,17,0
LA_County_22011,Beauregard ,Population,35654,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,0,1,0,1,0,82,0.2
LA_County_22125,West Feliciana ,Population,15625,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
ME_County_23001,Androscoggin ,Population,107702,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
MS_County_28109,Pearl River ,Population,55834,1,0,1,0,1,0,1,0,1,0,7,0,1,0,1,0,38,0.1,1,0,1,0,125,0.2
NC_County_37017,Bladen ,Population,35190,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,41,0.1,1,0,1,0,492,1.4
NC_County_37107,Lenoir ,Population,59495,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13,0,1,0,1,0,173,0.3
SC_County_45027,Clarendon ,Population,34971,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
SC_County_45041,Florence ,Population,136857,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,15,0
SC_County_45067,Marion ,Population,33062,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,11,0,1,0,1,0,300,0.9
TX_County_48157,Fort Bend ,Population,584259,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,3,0
TX_County_48351,Newton ,Population,14445,0,0,0,0,1,0,0,0,0,0,37,0.3,0,0,1,0,533,3.7,0,0,9,0.1,1491,10.3
VA_County_51013,Arlington ,Population,207627,1,0,1,0,1,0,1,0,1,0,533,0.3,1,0,1,0,972,0.5,1,0,214,0.1,2659,1.3
VA_County_51730,Petersburg city,Population,32420,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,55,0.2,1,0,1,0,180,0.6
WA_County_53059,Skamania ,Population,11066,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,0.1
AK_County_02150,Kodiak Island Borough,Population,13579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK_County_02290,Yukon-Koyukuk Census Area,Population,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL_County_01023,Choctaw ,Population,13859,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
AL_County_01039,Covington ,Population,37762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL_County_01061,Geneva ,Population,26790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA_County_06061,Placer ,Population,348432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA_County_06069,San Benito ,Population,55269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA_County_06099,Stanislaus ,Population,514453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
CA_County_06101,Sutter ,Population,94737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT_County_09015,Windham ,Population,118428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL_County_12013,Calhoun ,Population,14616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
FL_County_12023,Columbia ,Population,67531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
FL_County_12039,Gadsden ,Population,46389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL_County_12049,Hardee ,Population,27731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FL_County_12055,Highlands ,Population,98752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FL_County_12063,Jackson ,Population,49746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL_County_12073,Leon ,Population,275431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1197,0.4
FL_County_12079,Madison ,Population,19224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL_County_12093,Okeechobee ,Population,39996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.1
FL_County_12097,Osceola ,Population,267130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0
FL_County_12121,Suwannee ,Population,41551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.1
GA_County_13027,Brooks ,Population,16243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA_County_13131,Grady ,Population,25011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA_County_13253,Seminole ,Population,8729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA_County_22003,Allen ,Population,25764,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,83,0.3,0,0,1,0,256,1
LA_County_22037,East Feliciana ,Population,20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
LA_County_22039,Evangeline ,Population,33984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
LA_County_22059,La Salle ,Population,14890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA_County_25027,Worcester ,Population,798552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD_County_24027,Howard ,Population,287085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD_County_24031,Montgomery ,Population,971777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS_County_28001,Adams ,Population,32297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS_County_28039,George ,Population,22429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MS_County_28157,Wilkinson ,Population,9878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_County_37061,Duplin ,Population,58503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.2
NC_County_37065,Edgecombe ,Population,56552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0
NC_County_37079,Greene ,Population,21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
NC_County_37083,Halifax ,Population,54691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NC_County_37085,Harnett ,Population,114678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_County_37101,Johnston ,Population,168878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_County_37127,Nash ,Population,95840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_County_37163,Sampson ,Population,63431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0
NC_County_37195,Wilson ,Population,81187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH_County_33011,Hillsborough ,Population,400721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ_County_34019,Hunterdon ,Population,128348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_County_36091,Saratoga ,Population,219607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,177,0.1
OR_County_41067,Washington ,Population,529662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA_County_42029,Chester ,Population,498886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA_County_42091,Montgomery ,Population,799874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA_County_42095,Northampton ,Population,297735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC_County_45063,Lexington ,Population,262391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC_County_45075,Orangeburg ,Population,92501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC_County_45079,Richland ,Population,384504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX_County_48249,Jim Wells ,Population,40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX_County_48481,Wharton ,Population,41280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_County_51175,Southampton ,Population,18570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_County_51177,Spotsylvania ,Population,122393,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,59,0,0,0,1,0,89,0.1
VA_County_51183,Sussex ,Population,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_County_51610,Falls Church city,Population,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_County_51620,Franklin city,Population,8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_County_51630,Fredericksburg city,Population,24286,0,0,0,0,0,0,0,0,0,0,214,0.9,0,0,0,0,314,1.3,0,0,0,0,387,1.6
WA_County_53019,Ferry ,Population,7551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_County_53047,Okanogan ,Population,41120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_County_53065,Stevens ,Population,43524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
